Key,german
ttJunkDroneEmptySomeStorage,"Entferne Gegenstände aus der letzten Reihe des Drohneninventars, um diese Modifikation zu ersetzen oder zu entfernen."
type1hAxes,"Axt"
type1hBlades,"Klinge"
type1hBlunt,"Stumpf"
type1hKnives,"Messer"
type2hAxes,"Zweihand-Axt"
type2hMelee,"Zweihand-Nahkampf"
type4x4,"Auto | Fahrzeug"
typeadvBuilding,"Fortgeschritten"
typeAmmo,"Munition"
typeAmmoWeapons,"Munition/Waffe"
typeAmmunition,"Munition"
typeApparel,"Kleidung"
typeArmor,"Rüstung"
typeAutomotive,"Fahrzeuge"
typeBasics,"Grundlagen"
typeBatons,"Schlagstock"
typeBeams,"Strahl"
typeBicycles,"Fahrrad | Fahrzeug"
typeBladeLong,"Klinge"
typeBladeShort,"Klinge"
typeBlunt,"Stumpf"
typeBluntLong,"Stumpf"
typeBluntShort,"Stumpf"
typeBlocks,"Block"
typeBooks,"Buch"
typeBows,"Bogen"
typeBuilding,"Bauen"
typeBundles,"Gegenstands-Paket"
typeCandy,"Süßigkeiten"
typeCannedFood,"Konserven"
typeCars,"Auto | Fahrzeug"
typeCatwalks,"Laufsteg"
typeCFChemicals,"Chemikalien"
typeCFDrinkCooking,"Getränk"
typeCFFoodCooking,"Lebensmittel"
typeChemicals,"Chemisch"
typeChemicalComposite,"Chemischer Verbundstoff"
typeClothing,"Kleidung"
typeClubs,"Knüppel"
typeCollectors,"Ressourcensammler"
typeConsumables,"Verbrauchsmaterial"
typeConstructionTools,"Bauwerkzeug"
typeCookingTools,"Kochwerkzeug"
typeCorpses,"Leichen"
typeCraftingMisc,"Handwerk/Sonstiges"
typeCrops,"Ackerbau"
typeCrossbows,"Armbrust"
typeCutting,"Schneiden | Bergbau"
typeDebris,"Trümmer"
typeDecorMiscellaneous,"Sonstiges"
typeDecor,"Dekoration"
typeDecorative,"Dekorativ"
typeDigging,"Graben"
typeDiggingTools,"Grabe-Werkzeug"
typeDoors,"Tür"
typeDrinks,"Getränk"
typeDrugs,"Droge"
typeDyeMods,"Kosmetischer Farbstoff"
typeElectrical,"Elektrisch"
typeElectricalTools,"Verkabelungs-Werkzeug"
typeEmpty,"Leeres Lager"
typeExplosives,"Sprengstoff"
typeFences,"Zaun"
typeFirearms,"Feuerwaffe"
typeFistWeapons,"Faustwaffe"
typeFood,"Lebensmittel"
typeFoodCooking,"Lebensmittel/Kochen"
typeFurniture,"Möbel/Dekoration"
typeGrenades,"Granate"
typeGun,"Waffe"
typeGuns,"Waffen"
typeGyroCopters,"Tragschrauber | Fahrzeug"
typeHandTools,"Handwerkzeug"
typeHealth,"Gesundheit"
typeHeavyArmor,"Schwere Rüstung"
typeHelicopters,"Hubschrauber | Fahrzeug"
typeItem,"Gegenstand"
typeJunk,"Schrott"
typeKnives,"Messer"
typeLandMines,"Landmine | Gebäude"
typeLaunchers,"Raketenwerfer"
typeLightArmor,"Leichte Rüstung"
typeLighting,"Beleuchtung"
typeLoot,"Lagerung"
typeMedical,"Medizin"
typeMedicine,"Medizin"
typeMediumArmor,"Mittlere Rüstung"
typeMelee,"Nahkampf"
typeMeleeTools,"Nahkampf-Werkzeug"
typeMeleeWeapons,"Nahkampf-Waffe"
typeMachineGuns,"Maschinengewehr"
typeMinesExplosives,"Minen/Sprengstoff"
typeMinibikes,"Motorrad | Fahrzeug"
typeMotorcycles,"Motorrad | Fahrzeug"
typeChoppingTools,"Holzfäller-Werkzeug"
typeMaintenance,"Reparatur- und Aufwertungswerkzeug"
typeMiningTools,"Bergbau-Werkzeug"
typeMissions,"Auftragsgegenstand"
typeMisc,"Sonstiges"
typeMods,"Gegenstand Mod"
typePainting,"Malerei"
typePaintingTools,"Maler-Werkzeug"
typePistols,"Pistole"
typePlumbing,"Klempnerarbeit"
typePolearms,"Stangenwaffe"
typePortableDrones,"Tragbare Drohne"
typePortableTurrets,"Tragbarer Geschützturm"
typePowered,"Angetrieben"
typePoweredCutting,"Angetriebenes Schneidwerkzeug"
typePoweredDigging,"Angetriebenes Grabe-Werkzeug"
typePoweredMining,"Angetriebenes Bergbauwerkzeug"
typePoweredMiningDigging,"Angetriebenes Mining/Digging Tool"
typeResearch,"Forschung"
typeQuality,"Qualität"
typeQualitySchematics,"Qualität Forschung"
typeRanged,"Fernkampf"
typeRangedGuns,"Waffe"
typeRangedWeapons,"Fernkampfwaffe"
typeRecipes,"Rezept"
typeResources,"Ressource"
typeRoadProps,"Straßendekoration"
typeRocketLaunchers,"Raketenwerfer"
typeSalvage,"Bergung"
typeSalvageTools,"Bergungswerkzeug"
typeScavenging,"Plündern"
typeSchematics,"Schema"
typeScience,"Wissenschaft"
typeSeeds,"Samen"
typeSecretStash,"Geheime Ware"
typeShortBlade,"Klinge"
typeShotguns,"Schrotflinte"
typeSigns,"Zeichen"
typeSkillBooks,"Fertigkeitsbuch"
typeSledgehammers,"Vorschlaghammer"
typeSmeltingTools,"Schmelzofen-Werkzeug"
typeSniperRifles,"Scharfschützengewehr"
typeSpawnPoint,"Spawn Punkt"
typeSpears,"Speer"
typeSpecial,"Spezial Gegenstand"
typeSpecialItems,"Auftragsgegenstand"
typeStairs,"Treppe"
typeStorage,"Lagerraum"
typeStorageEmpty,"Leeres Lager"
typeStorageTanks,"Lagertank"
typeStructural,"Strukturell"
typeSubmachineGuns,"Maschinenpistole"
typeSupport,"Unterstützung"
typeSwords,"Schwert"
typeTerrain,"Gelände"
typeThrowable,"Werfbares"
typeThrowableExplosive,"Werfbarer Sprengstoff"
typeToolParts,"Werkzeug-Komponente"
typeTools,"Werkzeug"
typeToolsTraps,"Werkzeug/Falle"
typeTrade,"Handel"
typeTraps,"Falle"
typeTrees,"Baum"
typeTrucks,"LKW | Fahrzeug"
typeVehicles,"Fahrzeug"
typeVents,"Lüftung"
typeWeapons,"Waffe"
typeWeaponsTools,"Waffe/Werkzeug"
typeWindows,"Fenster"
typeWorkstations,"Arbeitsstation"
typeWorkstationTools,"Arbeitsstation Werkzeug"
twitchBounty,"Kopfgeld"
headerDisplay,"Anzeige"
headerQuality,"Qualität"
headerUI,"Benutzeroberfläche"
headerVideo,"Video-Einstellungen"
groupAll,"Alle"
groupAllBlocks,"Alle Blöcke"
groupAmmo,"Munition"
groupAmmoPortableTurret,"Munition für tragbaren Geschützturm"
groupAmmoPrimitive,"Primitive Munition"
groupAmmoStandard,"Standard Munition"
groupAmmoWeapons,"Munition/Waffen"
groupAmmoAndExplosives,"Munition und Sprengstoffe"
groupAppliances,"Gerät"
groupAutomotive,"Kraftfahrzeuge"
groupBasics,"Grundlagen"
groupBasicBlocks,"Grundlagen Blöcke"
groupBars,"Stäbe und Traversen"
groupBeams,"Balken"
groupBlocks,"Blöcke"
groupBooks,"Bücher"
groupBooksAndSchematics,"Bücher und Schemata"
groupBuilding,"Gebäude"
groupBundles,"Pakete"
groupCatwalks,"Laufstege"
groupChemicals,"Chemikalien"
groupClothing,"Kleidung"
groupClothingAndArmor,"Kleidung und Rüstung"
groupCollectors,"Ressourcensammler"
groupConsumables,"Verbrauchsgüter"
groupContainers,"Behälter"
groupCorpses,"Leichen"
groupCrops,"Pflanzen"
groupDebris,"Trümmer"
groupDecor,"Dekor"
groupDecorMisc,"Dekor/Verschiedenes"
groupDoors,"Türen"
groupDrinks,"Getränke"
groupDyes,"Farbstoffe"
groupElectrical,"Elektrisch"
groupEmpty,"Leere Lager"
groupExplosives,"Sprengstoffe"
groupFences,"Zäune"
groupFirstAid,"Erste Hilfe"
groupFrames,"Rahmenblöcke"
groupFoliage,"Laub"
groupFood,"Lebensmittel"
groupFoodCooking,"Lebensmittel/Kochen"
groupFurniture,"Möbel"
groupGrenades,"Granaten"
groupHeroTreasure,"Schatz"
groupHeavyArmor,"Schwere Rüstung"
groupItems,"Gegenstände"
groupLightArmor,"Leichte Rüstung"
groupLighting,"Beleuchtung"
groupLoot,"Lagerung"
groupLootHelper,"Beute-Helfer"
groupMedicine,"Medizin"
groupMediumArmor,"Mittlere Rüstung"
groupMinesExplosives,"Minen/Sprengstoffe"
groupMods,"Mods"
groupOutdoor,"Außenbereich"
groupPlumbing,"Klempnerarbeiten"
groupPrefabBlocks,"POI-Blöcke"
groupPrefabEditor,"Prefab-Editor"
groupRangedWeapons,"Fernkampfwaffen"
groupResources,"Ressourcen"
groupRoadProps,"Straßendekoration"
groupRobotics,"Robotik"
groupScience,"Wissenschaft"
groupSchematics,"Schemata"
groupSeeds,"Samen"
groupShrubs,"Sträucher"
groupSigns,"Schilder"
groupSpecial,"Besondere Objekte"
groupStairs,"Treppe"
groupStorage,"Lagerung"
groupStorageEmpty,"Leere Lager"
groupStorageHelpers,"Lager Helfer"
groupStorageTanks,"Lager Tanks"
groupStructural,"Strukturelle"
groupSupport,"Stützen"
groupTerrain,"Gelände"
groupTools,"Werkzeuge"
groupToolsTraps,"Werkzeuge/Fallen"
groupTraps,"Fallen"
groupTrash,"Müll"
groupTrees,"Bäume"
groupUnclassified,"Nicht klassifiziert"
groupVariantHelpers,"Variante Helfer"
groupVegetation,"Vegetation"
groupVehicles,"Fahrzeuge"
groupVents,"Öffnungen"
groupWeapons,"Waffen"
groupWeaponsTools,"Waffen und Werkzeuge"
groupWindows,"Fenster"
groupWorkstations,"Arbeitsstationen"
groupWorkstationTools,"Arbeitsstation Werkzeug"
ulm_loot_biker_1,"Fallengelassene Beute"
ulm_loot_biker_2,"Fallengelassene Beute"
ulm_loot_biker_3,"Fallengelassene Beute"
ulm_loot_boss_1,"Fallengelassene Beute"
ulm_loot_boss_2,"Fallengelassene Beute"
ulm_loot_boss_3,"Fallengelassene Beute"
ulm_loot_burnt_1,"Fallengelassene Beute"
ulm_loot_burnt_2,"Fallengelassene Beute"
ulm_loot_burnt_3,"Fallengelassene Beute"
ulm_loot_business_1,"Fallengelassene Beute"
ulm_loot_business_2,"Fallengelassene Beute"
ulm_loot_business_3,"Fallengelassene Beute"
ulm_loot_cheerleader_1,"Fallengelassene Beute"
ulm_loot_cheerleader_2,"Fallengelassene Beute"
ulm_loot_cheerleader_3,"Fallengelassene Beute"
ulm_loot_common_1,"Fallengelassene Beute"
ulm_loot_common_2,"Fallengelassene Beute"
ulm_loot_common_3,"Fallengelassene Beute"
ulm_loot_cop_1,"Fallengelassene Beute"
ulm_loot_cop_2,"Fallengelassene Beute"
ulm_loot_cop_3,"Fallengelassene Beute"
ulm_loot_farmer_1,"Fallengelassene Beute"
ulm_loot_farmer_2,"Fallengelassene Beute"
ulm_loot_farmer_3,"Fallengelassene Beute"
ulm_loot_fat_1,"Fallengelassene Beute"
ulm_loot_fat_2,"Fallengelassene Beute"
ulm_loot_fat_3,"Fallengelassene Beute"
ulm_loot_football_1,"Fallengelassene Beute"
ulm_loot_football_2,"Fallengelassene Beute"
ulm_loot_football_3,"Fallengelassene Beute"
ulm_loot_hazmat_1,"Fallengelassene Beute"
ulm_loot_hazmat_2,"Fallengelassene Beute"
ulm_loot_hazmat_3,"Fallengelassene Beute"
ulm_loot_lab_1,"Fallengelassene Beute"
ulm_loot_lab_2,"Fallengelassene Beute"
ulm_loot_lab_3,"Fallengelassene Beute"
ulm_loot_mini_boss_1,"Fallengelassene Beute"
ulm_loot_mini_boss_2,"Fallengelassene Beute"
ulm_loot_mini_boss_3,"Fallengelassene Beute"
ulm_loot_nurse_1,"Fallengelassene Beute"
ulm_loot_nurse_2,"Fallengelassene Beute"
ulm_loot_nurse_3,"Fallengelassene Beute"
ulm_loot_snow_1,"Fallengelassene Beute"
ulm_loot_snow_2,"Fallengelassene Beute"
ulm_loot_snow_3,"Fallengelassene Beute"
ulm_loot_skater_1,"Fallengelassene Beute"
ulm_loot_skater_2,"Fallengelassene Beute"
ulm_loot_skater_3,"Fallengelassene Beute"
ulm_loot_soldier_1,"Fallengelassene Beute"
ulm_loot_soldier_2,"Fallengelassene Beute"
ulm_loot_soldier_3,"Fallengelassene Beute"
ulm_loot_special_1,"Fallengelassene Beute"
ulm_loot_special_2,"Fallengelassene Beute"
ulm_loot_special_3,"Fallengelassene Beute"
ulm_loot_stripper_1,"Fallengelassene Beute"
ulm_loot_stripper_2,"Fallengelassene Beute"
ulm_loot_stripper_3,"Fallengelassene Beute"
ulm_loot_utility_1,"Fallengelassene Beute"
ulm_loot_utility_2,"Fallengelassene Beute"
ulm_loot_utility_3,"Fallengelassene Beute"
videoAntiAliasing,"Anti-Aliasing"
videoAntiAliasingDesc,"Entfernt gezackte Kanten von Objekten."
videoAntiAliasingSharp,"AA-Schärfung"
videoAntiAliasingSharpDesc,"Umfang der Schärfung durch temporale AA.\n[decea3][Leistungseinfluss: Mittel][-]"
videoBloom,"Aufblühen"
videoBloomDesc,"Ein Glühen um hellere Lichter herum.\n[decea3][Leistungseinfluss: Mittel][-]"
videoDepthOfField,"Tiefenschärfe"
videoDepthOfFieldDesc,"Entfernte Objekte werden unscharf. \n[decea3][Leistungseinfluss: Mittel][-]"
videoDynamicMeshDistance,"Mesh-Abstand"
videoDynamicMeshDistanceDesc,"Entfernung in Metern, bis zu der das Rendering des Dynamic Mesh-Systems betrachtet werden kann.\n[decea3][Leistungseinfluss: Hoch][-]"
videoDynamicMeshEnabled,"Dynamische Meshes"
videoDynamicMeshEnabledDesc,"Wenn diese Option aktiviert ist, werden Änderungen an Spielern und POI-Blöcken in der Entfernung angezeigt.\n[decea3][Leistungseinfluss: Mittel][-]"
videoDynamicMeshHighQualityMesh,"Dynamische Mesh-Optionen"
videoDynamicMeshHighQualityMeshDesc,"Wenn diese Option aktiviert ist, werden die entfernten Meshes mit mehr Details gerendert.\n[decea3][Leistungseinfluss: Hoch, Verwendet mehr RAM][-]"
videoDynamicMeshLandClaimBuffer,"Land Claim Puffer"
videoDynamicMeshLandClaimBufferDesc,"Die Anzahl der Chunks um den Land Claim-Block, die das dynamische Mesh-System bearbeiten kann.\n[decea3][Leistungseinfluss: Hoch][-]"
videoDynamicMeshLandClaimOnly,"Nur Land Claim"
videoDynamicMeshLandClaimOnlyDesc,"Das dynamische Mesh-System wird nur um Land Claim-Blöcke herum angewendet."
videoDynamicMeshMaxMeshCache,"Max Mesh-Verarbeitung"
videoDynamicMeshMaxMeshCacheDesc,"Die Anzahl der Meshes, welche simultan im Hintergrund abgearbeitet werden.\n[decea3][Leistungseinfluss: Hoch, Verwendet mehr RAM][-]"
videoDynamicMeshMaxRegionLoads,"Max. geladene Regionen"
videoDynamicMeshMaxRegionLoadsDesc,"Die Anzahl der Regionen, die gleichzeitig geladen werden.\n[decea3][Leistungseinfluss: Hoch, Beeinflusst FPS][-]"
videoFieldOfView,"Sichtfeld"
videoFieldOfViewDesc,"Wie weit der Blickwinkel ist.\n[decea3][Leistungseinfluss: Niedrig][-]"
videoFullscreen,"Vollbild"
videoFullscreenDesc,"Führt das Spiel im Vollbildmodus oder im Fenstermodus aus.\n[decea3][Leistungseinfluss: Mittel][-]"
videoBrightness,"Helligkeit"
videoBrightnessDesc,"Wie hell das Spiel ist.\n[decea3][Auswirkung auf die Leistung: Keine][-]"
videoGrassDistance,"Gras-Entfernung"
videoGrassDistanceDesc,"Die maximale Entfernung, in der du Gras sehen kannst.\n[decea3][Leistungseinfluss: Mittel][-]"
videoJournalPopup,"Journal Pop-up"
videoJournalPopupDesc,"Zeigt ein Fenster an, wenn du einen neuen Journaleintrag erhälst, anstatt eines Tooltips."
videoLODDistance,"LOD-Abstand"
videoLODDistanceDesc,"Der maximale Detailgrad, mit dem die Welt insgesamt dargestellt wird.\n[decea3][Leistungseinfluss: Hoch][-]"
videoMotionBlur,"Bewegungsunschärfe"
videoMotionBlurDesc,"Qualitätsstufe der Bewegungsunschärfe (mehr Pixel-Samples & Glättung).\n[decea3][Leistungseinfluss: Hoch][-]"
videoOcclusion,"Okklusion"
videoOcclusionDesc,"Deaktiviert das Zeichnen von Objekten, die nicht sichtbar sind. Verbessert die Leistung in Innenräumen.\nKann während eines Spiels nicht geändert werden.\n[decea3][Auswirkung auf die Leistung: Mittel][-]"
videoQualityPreset,"Voreinstellung Qualität"
videoQualityPresetDesc,"Allgemeine Grafikqualität. Ändert fast alle Einstellungen.\n[decea3][Leistungseinfluss: Hoch][-]"
videoReflectedShadows,"Schatten-Reflexionen"
videoReflectedShadowsDesc,"Schatten werden innerhalb von Spiegelungen verarbeitet und angezeigt.\n[decea3][Leistungseinfluss: Hoch][-]"
videoReflectionQuality,"Spiegelungen"
videoReflectionQualityDesc,"Wie deutlich Reflexionen sind. Ermöglicht eine realistischere Beleuchtung.\n[decea3][Auswirkung auf die Leistung: Sehr hoch][-]"
videoResolution,"Auflösung"
videoResolutionDesc,"Legt die Bildschirmauflösung fest, mit der das Spiel angezeigt wird.\n[decea3][Leistungseinfluss: Sehr hoch][-]"
videoScreenBounds,"UI-Rand"
videoScreenBoundsDesc,"Begrenzt den Bereich, den die Benutzeroberfläche auf dem Bildschirm einnimmt."
videoShadowsDistance,"Schatten Abstand"
videoShadowsDistanceDesc,"Qualität und Abstand der Objektschatten.\n[decea3][Leistungseinfluss: Hoch][-]"
videoSSAO,"SSAO"
videoSSAODesc,"Verwende Bildeffekt SSAO, der detailliertere Schatten auf Objekte zeichnet.\n[decea3][Leistungseinfluss: Mittel][-]"
videoSSReflections,"SS-Spiegelungen"
videoSSReflectionsDesc,"Verwende Bildschirmeffekt Reflexion.\n[decea3][Leistungseinfluss: Hoch][-]"
videoStreamingMipmapsEnabled,"Textur-Streaming"
videoStreamingMipmapsEnabledDesc,"Ermöglicht das Streaming von Texturen in den Arbeitsspeicher zur Reduzierung der Speichernutzung\n[decea3][Leistungsauswirkung: Mittel bis Hoch][-]"
videoSunShafts,"Sonnenschächte"
videoSunShaftsDesc,"Auch bekannt als God Rays. Lässt Lichtstrahlen von der Sonne an Hindernissen vorbeiziehen.\n[decea3][Leistungseinfluss: Mittel][-]"
videoTempCelsius,"Temperatureinheit"
videoTempCelsiusDesc,"Einheit, die bei der Anzeige von Temperaturen verwendet wird."
videoTextureFilter,"Textur-Filter"
videoTextureFilterDesc,"Legt die Stärke des Filters fest, um eine schönere Überblendung zu erzielen.\n[decea3][Leistungseinfluss: Mittel bis Hoch][-]"
videoTextureQuality,"Texturen"
videoTextureQualityDesc,"Spart Videospeicher und Leistung durch Einstellen der Texturauflösung.\nErfordert einen Neustart.\n[decea3][Leistungsauswirkung: Mittel][-]"
videoTreeQuality,"Bäume"
videoTreeQualityDesc,"Gesamtqualität der Bäume basierend auf ihrer Entfernung.\n[decea3][Leistungseinfluss: Hoch][-]"
videoUIBackgroundOpacity,"UI-Hintergrund-Deckkraft"
videoUIBackgroundOpacityDesc,"Deckkraft/Transparenz des Hintergrunds der Benutzeroberfläche"
videoUIForegroundOpacity,"UI-Vordergrund-Deckkraft"
videoUIForegroundOpacityDesc,"Deckkraft/Transparenz von UI-Umrissen und Symbolen"
videoUMATextureQuality,"UMA-Texturen"
videoUMATextureQualityDesc,"Steuert die Größe der Textur von UMA-Zeichen"
videoViewDistance,"Ansichtsabstand"
videoViewDistanceDesc,"How far the world can be viewed.\nCan not be changed while in a game.\n[decea3][Leistungseinfluss: Hoch][-]"
videoVSync,"VSync"
videoVSyncDesc,"Combats screen tearing by synchronizing the game to the monitors refresh rate.\n[decea3][Leistungseinfluss: Niedrig][-]"
videoParticles,"Partikel"
videoParticlesDesc,"Anzahl der Partikel.\n[decea3][Leistungseinfluss: Mittel bis Hoch][-]"
videoWaterQuality,"Wasser"
videoWaterQualityDesc,"Ebenen und Effekte, die auf der Oberfläche von Wasserflächen auftreten.\n[decea3][Leistungseinfluss: Hoch][-]"
videoUiSize,"UI-Größe"
videoUiSizeDesc,"Skaliert alle UI-Elemente"
videoUiFpsScaling,"FPS-Anzeige skalieren"
videoUiFpsScalingDesc,"Skaliert die Größe der FPS-Anzeige im Spiel, z. B. für eine bessere Lesbarkeit in Videos/Streams oder eine weniger behinderte Sicht"
videoDyMode,"Dynamischer Auflösungsmodus"
videoDyModeDesc,"Die dynamische Auflösung verringert die 3D-Rendering-Auflösung nach Bedarf, um die FPS zu erhöhen."
videoDyMinFPS,"Dynamische Auflösung Min. FPS"
videoDyMinFPSDesc,"Verringert die Spielauflösung, wenn sie unter diesem FPS-Wert liegt"
videoDyScale,"Dynamische Auflösungsskalierung"
videoDyScaleDesc,"Dynamischer Auflösungsskalierungsfaktor, wenn du eine feste Skalierung wünscht"
videoObjectQuality,"Objekt-Qualität"
videoObjectQualityDesc,"Overall detail of entities and trees based on how far away they are. Also the distance at which they will no longer be shown.\n[decea3][Leistungseinfluss: Hoch][-]"
videoTerrainQuality,"Qualität des Geländes"
videoTerrainQualityDesc,"Gesamtqualität und Entfernung des Geländes.\nDie Entfernung wird während eines Spiels nicht aktualisiert.\n[decea3][Leistungseinfluss: Hoch][-]"
videoAutoHideExpBar,"XP automatisch ausblenden"
videoAutoHideExpBarDesc,"Blendet die Erfahrungsleiste automatisch aus, wenn keine EP erhalten werden.\n[decea3][Standard: Nach 5s][-]"
videoAutoHideToolbelt,"Werkzeuggürtel automatisch ausblenden"
videoAutoHideToolbeltDesc,"Blendet den Werkzeuggürtel automatisch aus, wenn zwischen seinen Gegenständen oder Blöcken gewechselt wird. Um diese Einstellung zu ändern, musst du mindestens einmal zu einem anderen Werkzeuggürtel-Slot wechseln, damit die neue Einstellung wirksam wird.\n[decea3][Standard: Nach 5s][-]"
videoShowCompass,"Kompass"
videoShowCompassDesc,"Zeigt den Kompass an.\n[decea3][Voreinstellung: Aktiviert][-]"
videoShowDayAndTime,"Tag und Uhrzeit"
videoShowDayAndTimeDesc,"Zeigt Tag und Uhrzeit an.\n[decea3][Standard: Aktiviert][-]"
videoShowDebugValues,"Entwickler-Modus"
videoShowDebugValuesDesc,"Zeigt zusätzliche Undead Legacy-bezogene Debug-Informationen an.\n[decea3][Standard: Deaktiviert][-]"
videoShowBuffTimers,"Buff-Zeit anzeigen"
videoShowBuffTimersDesc,"Zeigt die verbleibende aktive Buff-Zeit als zusätzlichen Text für aktive Buffs an, welche auf dem HUD dargestellt werden.\n[decea3][Standard: Deaktiviert][-]"
videoShowStatValues,"Balken-Zahlen"
videoShowStatValuesDesc,"Zeigt numerische Werte einiger Spielerwerte auf dem HUD an.\n[decea3][Standard: Inventar][-]"
videoShowTacticalHud,"Taktisches HUD"
videoShowTacticalHudDesc,"Zeigt Ausdauer und Tarnung neben dem Cursor an.\n[decea3][Standard: Deaktiviert][-]"
videoShowTargetHealth,"Ziel-HP"
videoShowTargetHealthDesc,"Zeigt Gesundheitsbalken anvisierter Ziele an.\n[decea3][Standard: Aktiviert][-]"
videoShowTargetBlockHealth,"Block-HP-Zahlen"
videoShowTargetBlockHealthDesc,"Zeigt numerische Haltbarkeits-Werte beim Beschädigen, Reparieren oder Aufwerten von Blöcken an.\n[decea3][Standard: Deaktiviert][-]"
videoShowPlayerLevelOnHUD,"LVL über Werkzeuggürtel anzeigen"
videoShowPlayerLevelOnHUDDesc,"Zeigt die aktuelle Spielerstufe neben der Erfahrungsleiste oberhalb des Werkzeuggürtels an."
videoShowMeleeIcon,"Aktives Nahkampf-Symbol"
videoShowMeleeIconDesc,"Zeigt das aktive Nahkampfwaffen-Symbol an. Nicht vollständig implementiert.\n[decea3][Standard: Deaktiviert][-]"
videoShowCarryWeight,"Belastungsbalken"
videoShowCarryWeightDesc,"Zeigt den Balken für die Belastbarkeit basierend auf diesem Schwellenwert an. Wenn das aktuelle Gewicht über diesem Prozentsatz liegt, wird der Balken auf dem HUD\n[decea3][Standard: 75%][-] angezeigt."
videoShowWater,"Wasserbalken"
videoShowWaterDesc,"Zeigt den Wasserbalken basierend auf diesem Schwellenwert an. Wenn dein Wasserstand unter diesem Prozentsatz liegt, wird der Balken auf dem HUD\n[decea3][Standard: 50%][-] angezeigt."
videoShowFood,"Nahrungsmittelbalken"
videoShowFoodDesc,"Zeigt den Nahrungsmittelbalken basierend auf diesem Schwellenwert an. Wenn der Nahrungsmittelbestand unter diesem Prozentsatz liegt, wird der Balken auf dem HUD\n[decea3][Standard: 50%][-] angezeigt."
videoShowSpeedometer,"Tachometer"
videoShowSpeedometerDesc,"Zeigt den Tachometer für Fahrzeuge an. \n[decea3][Standard: km/h][-]"
videoShowToolbeltTooltip,"Werkzeuggürtel Tooltips"
videoShowToolbeltTooltipDesc,"Zeigt Tooltips über dem Werkzeuggürtel an.\n[decea3][Standard: Aktiviert][-]"
videoShowMeleeCrosshair,"Nahkampf-Fadenkreuz"
videoShowMeleeCrosshairDesc,"Sichtbarkeit des Fadenkreuzes bei der Verwendung von Gegenständen der Nahkampfklasse."
videoShowRangedCrosshair,"Fernkampf-Fadenkreuz"
videoShowRangedCrosshairDesc,"Sichtbarkeit des Fadenkreuzes bei der Verwendung von Gegenständen der Fernkampfklasse."
videoShowOnScreenIcons,"Bildschirmsymbole"
videoShowOnScreenIconsDesc,"Sichtbarkeit von Navigationssymbolen auf dem Bildschirm\n[decea3][Standard: Aktiviert][-]"
videoCompassInactiveMarkerOpacity,"Deckkraft des Kompass-Symbols"
videoCompassInactiveMarkerOpacityDesc,"Legt fest, wie intransparent die [decea3]inaktiven[-] Kartenmarkierungen auf dem Kompass sind."
videoUnloadUnusedAssets,"Entladen ungenutzter Assets"
videoUnloadUnusedAssetsDesc,"Aktiviert oder deaktiviert das Entladen von eingebauten, nicht verwendeten Assets aus dem Systemspeicher. Wenn diese Option deaktiviert ist, verbraucht das Spiel mehr Systemspeicher, erhöht aber die Reaktionsfähigkeit der Benutzeroberfläche und reduziert das Einfrieren bei Interaktionen.\n[decea3][Standard: Aktiviert][-]"
